3997,"Talk Number"
383,"17F","听说这是一个叫普罗米修斯*的人留下来的"
384,"180","这个，别烧了，还是留着吧"
385,"181","燃烧吧，我的《四十二章经*》……咦，有字显示出来，*真神奇，*“鹿鼎山，（23，81）……”"
386,"182","燃烧吧，我的《四十二章经*》……咦，有字显示出来，*真神奇，*“鹿鼎山，（66，117）……”"
387,"183","燃烧吧，我的《四十二章经*》……咦，有字显示出来，*真神奇，*“鹿鼎山，（32，104）……”"
388,"184","唉，遇见两个大美女，都被*你放跑了，看来跟着你你甭*想泡到妞了，我要自己去追*！！"
389,"185","胡大哥，你先回小村，有需*要时，我再去找你帮忙。"
390,"186","有需要我帮忙的地方吗？"
391,"187","你的队伍已满，我无法加入。"
392,"188","灵姑娘，你先回小村，有需*要时，我再去找你帮忙。"
393,"189","阎大夫，你先回小村，有需*要时，我再去找你帮忙。"
394,"18A","张教主，你先回小村，有需*要时，我再去找你帮忙。"
395,"18B","胡大夫，你先回小村，有需*要时，我再去找你帮忙。"
396,"18C","王前辈，你先回小村，有需*要时，我再去找你帮忙。"
397,"18D","蓝教主，你先回小村，有需*要时，我再去找你帮忙。"
398,"18E","平大夫，你先回小村，有需*要时，我再去找你帮忙。"
399,"18F","小田田，你先回小村，有需*要时，我再去找你帮忙。"
400,"190","郭大哥，你先回小村，有需*要时，我再去找你帮忙。"
401,"191","令狐大哥，你先回小村，有*需要时，我再去找你帮忙。"
402,"192","林贤弟，你先回小村，有需*要时，我再去找你帮忙。"
403,"193","狄大哥，你先回小村，有需*要时，我再去找你帮忙。"
404,"194","石兄弟，你先回小村，有需*要时，我再去找你帮忙。"
405,"195","乖徒弟，你先回小村，有需*要时，我再去找你帮忙。"
406,"196","薛神医，你先回小村，有需*要时，我再去找你帮忙。"
407,"197","阿紫姑娘，你先回小村，有*需要时，我再去找你帮忙。"
408,"198","铁丑，你先回小村，有需要*时，我再去找你帮忙。"
409,"199","我要和阿紫姑娘在一起"
410,"19A","小和尚，你先回小村，有需*要时，我再去找你帮忙。"
411,"19B","慕容公子，你先回小村，有*需要时，我再去找你帮忙。"
412,"19C","小花，你先回小村，有需要*时，我再去找你帮忙。"
413,"19D","段公子，你先回小村，有需*要时，我再去找你帮忙。"
414,"19E","袁大哥，你先回小村，有需*要时，我再去找你帮忙。"
415,"19F","郭大哥，你先回小村，有需*要时，我再去找你帮忙。"
416,"1A0","黄姑娘，你先回小村，有需*要时，我再去找你帮忙。"
417,"1A1","杨大哥，你先回小村，有需*要时，我再去找你帮忙。"
418,"1A2","龙姑娘，你先回小村，有需*要时，我再去找你帮忙。"
419,"1A3","我要和过儿在一起"
420,"1A4","程姑娘，你先回小村，有需*要时，我再去找你帮忙。"
421,"1A5","小昭，你先回小村，有需要*时，我再去找你帮忙。"
422,"1A6","田大侠，你先回小村，有需*要时，我再去找你帮忙。"
423,"1A7","任小姐，你先回小村，有需*要时，我再去找你帮忙。"
424,"1A8","霍姑娘，你先回小村，有需*要时，我再去找你帮忙。"
425,"1A9","陈当家，你先回小村，有需*要时，我再去找你帮忙。"
426,"1AA","王姑娘，你先回小村，有需*要时，我再去找你帮忙。"
427,"1AB","能和王姑娘在一起，简直就*是神仙过的日子啊"
428,"1AC","萧姑娘，你先回小村，有需*要时，我再去找你帮忙。"
429,"1AD","梅大姐，你先回小村，有需*要时，我再去找你帮忙。"
430,"1AE","岳姑娘，你先回小村，有需*要时，我再去找你帮忙。"
431,"1AF","张大人，你先回小村，有需*要时，我再去找你帮忙。"
432,"1B0","朱姑娘，你先回小村，有需*要时，我再去找你帮忙。"
433,"1B1","宋少侠，你先回小村，有需*要时，我再去找你帮忙。"
434,"1B2","何教主，你先回小村，有需*要时，我再去找你帮忙。"
435,"1B3","霍都王子，你先回小村，有*需要时，我再去找你帮忙。"
436,"1B4","贝大夫，你先回小村，有需*要时，我再去找你帮忙。"
437,"1B5","阿珂姑娘，你先回小村，有*需要时，我再去找你帮忙。"
438,"1B6","你可不能把我的老婆全叫走*，至少要留一个陪我。"
439,"1B7","苏大姐，你先回小村，有需*要时，我再去找你帮忙。"
440,"1B8","祖先生，你先回小村，有需*要时，我再去找你帮忙。"
441,"1B9","人厨子，你先回小村，有需*要时，我再去找你帮忙。"
442,"1BA","钟姑娘，你先回小村，有需*要时，我再去找你帮忙。"
443,"1BB","温姑娘，你先回小村，有需*要时，我再去找你帮忙。"
444,"1BC","＜这妞真标志啊……＞，这*位姑娘，独自一人在此，不*觉得寂寞吗？"
445,"1BD","姑娘不说话，那就是默认了*，我田伯光生平最见不得的*就是女人寂寞，我们……"
446,"1BE","呸！给我滚！"
447,"1BF","哎，姑娘，咱们还没亲热亲*热，我怎么舍得走呢？"
448,"1C0","你们两个，一看就不是什么*好饼，再不滚，休怪本姑娘*不客气了。"
449,"1C1","怎么连我也带上了？"
450,"1C2","哎呦，一时出手重了，可怜*这姑娘闭月羞花之容了……"
451,"1C3","这位姑娘，小生这厢有礼了*。"
452,"1C4","少侠好。我见少侠似乎愁眉*不展，可有什么为难之事？"
453,"1C5","在下一直在江湖上奔波，寻*找一些东西，可惜至今也没*有找全。"
454,"1C6","找东西，好玩好玩，带我一*起去吧，啊，不，是本姑娘*来帮你找吧。"
455,"1C7","得红颜相伴，闯荡江湖，真*乃平生快事啊。"
456,"1C8","哎呀，不行，我爸爸说了，*闯荡江湖要和正人君子在一*起，你……，还是算了吧。"
457,"1C9","这个箱子是锁着的。"
458,"1CA","哈！*这刀孔大小正适合放这把*鸳刀．"
459,"1CB","哈！*这刀孔大小正适合放这把*鸯刀．"
460,"1CC","小子，你既然能得到这鸳鸯*双刀，就一定见过我的女儿*，她在哪？"
461,"1CD","你女儿？恐怕早已是我的刀*下亡魂了！"
462,"1CE","啊呀呸，你这恶贼，快还我*女儿命来！"
463,"1CF","爹——我终于找到鸳鸯双刀*了！女儿厉害吧！"
464,"1D0","呵呵，这位少侠，我这女儿*一定给你添了不少麻烦吧？"
465,"1D1","什么添麻烦，是我帮了他的*大忙才对！"
466,"1D2","是是是，令爱天资聪颖，身*手不凡，的确帮了我不少忙*。"
467,"1D3","哈哈哈，老夫真是羡慕你们*年轻人啊。我这里有一套刀*法，就作为给你们的贺礼吧*。哈哈哈……"
468,"1D4","咦！这是什麽声音？难道洞*中藏有怪物？待我进去看个*究竟。"
469,"1D5","哇塞！鵰蛇大战，精彩！．*．．．咦！鵰兄似乎快不行*了，看我的！"
470,"1D6","这巨蟒还真难对付，*总算把牠搞定了．**鵰兄，你还好吧？"
471,"1D7","咦？雕兄怎么跑了？这只雕*颇有灵性，好像要带我到里*边去……"
472,"1D8","嘎，嘎，嘎．．．．"
473,"1D9","你在谢我是吧。*唉！没什麽了不起的。"
474,"1DA","这只雕好像要让我拿起旁边*这柄剑……"
475,"1DB","这柄剑实在太重了，根本拿*不动……"
476,"1DC","看我的！"
477,"1DD","哈哈，终于让我拿起来了！"
478,"1DE","雕兄似乎很满意"
479,"1DF","这上面似乎记载着使用这柄*重剑的法门，我赶紧记下来*！"
480,"1E0","这位兄台，不知洞中那头大*鵰是你驯养。。。**咦！你的手臂？*莫非是那头大鵰所。。。**唉！我刚还救了牠，早知就*该让牠被巨蟒咬死算了。"
481,"1E1"," 巨蟒？你说你救了鵰兄，*杨过在此谢过。"
482,"1E2","你的伤不是那鵰所为？"
483,"1E3","不是。"
484,"1E4","但你看起来像是最近才受伤*的，不知杨兄有何困难，是*否要在下相助？"
485,"1E5","这伤？唉！不提也罢？"
486,"1E6","莫非是女人所为？"
487,"1E7","阁下怎会知道？"
488,"1E8","我是随便猜猜的，因为自古*以来，只有贱女人才会变态*到砍人手臂。"
489,"1E9","唉！我们不谈这些了。*不知少侠为何会到此地？"
490,"1EA","老实说我是在找一些东西，*找东西当然是要往隐密的*地方去找。*找着找着就到了这山谷。*一进洞後，便看到大鵰与巨*蟒正在缠斗。*那只大鵰是杨兄饲养的吗？"
491,"1EB","不是的。*其实我也是无意中来到这山*谷，才发现鵰兄的。後来相*处了一段时间，我们就成了*好朋友。**据我在洞中所见，这鵰应是*一位名为独孤求败的前辈所*养的。"
492,"1EC","独孤求败？"
493,"1ED","是的，这位前辈号称自己为*""剑魔独孤求败""。在他遗*留下的字迹中这样子写到：*""纵横江湖三十余载，杀尽*仇寇，败尽英雄，天下更无*抗手，无可奈何，惟隐居深*谷，以鵰为友。*呜呼，生平求一敌手而不可*得，诚寂寥难堪也。""*这位前辈只因世上无敌，只*得在深山隐居，其武功之深*湛，真不知到了何等地步。*此人号称""剑魔""，自是运*剑若神，名字叫""求败""，*想是走遍天下欲寻一胜己之*人，始终未能如愿，终於在*此处郁郁以没。**每每缅怀到此前辈的风采，*就不禁。。咳。咳。。不禁*令人向往。。咳 。咳。。。*一兴起话就说太多了。"
494,"1EE","杨兄身上似乎有伤？"
495,"1EF","不瞒少侠，*杨某身中""情花""之毒，恐*怕活不了多久了。"
496,"1F0","杨兄这什麽话，兄弟我帮你*去找个名医来看看，天下那*有治不好的病。"
497,"1F1","不劳少侠费心了，这情花乃*是绝情谷独有之物，天下无*药可解。"
498,"1F2","看我得先上绝情谷走一趟，*看这""情花""到底长得什麽*模样。*或许在谷中有收获也说不定*呢。**常听人说毒蛇出没之处，七*步之内必有解毒之药。"
499,"1F3","那少侠可得小心，别被那情*花刺到，否则。。。"
500,"1F4","否则这世上就多了个跟杨兄*""同病相怜""的人。*我这就去了，请杨兄保重。"
501,"1F5","对了，那绝情谷地处偏僻，*你必须乘船顺着黄河而上，*才到得了。"
502,"1F6","杨兄，你撑着点，*我会尽快找出这情花之毒的*医治方法。"
503,"1F7","杨兄，你快将这服下。"
504,"1F8","这是什麽？"
505,"1F9","这是生长在情花丛旁的断肠*草。**我曾听人说过，凡毒蛇出没*之处，七步之内必有解毒之*药，其他毒物，无不如此。*这是天地间万物相生相克的*至理。**这断肠草正好生长在情花树*旁，虽说此草具有剧毒，但*我反覆思量，此草以毒攻毒*正是情花的对头克星。***服这毒草自是冒极大险，但*反正已无药可救，咱们就死*马当活马医，试它一试。"
506,"1FA","好，我便服这断肠草试试***……啊……"
507,"1FB","杨兄，怎么样？"
508,"1FC","我杨某这条命是少侠你救回*来的。"
509,"1FD","你身上的毒质当真都解了？*还好还好，我刚真捏了把冷*汗。"
510,"1FE","这次真谢谢少侠的帮忙，*让杨某从鬼门关回来。"
511,"1FF","不知杨兄今後有何打算？"
512,"200","我要去寻找我的姑姑，咱们*后会有期。"
513,"201","哇，好大一群蜘蛛"
514,"202","这不知道是什么蜘蛛，毒性*好强，我得小心一点。"
515,"203","又一大群蜘蛛，看我灭之！"
516,"204","咦？这不是全真派的周老爷*子么？怎么好像中毒了？"
517,"205","乖乖，老顽童差点归西。你*是谁？"
518,"206","周老爷子怎么忘了，我们在*桃花岛上见过一面的。"
519,"207","你刚才进来的时候，有没有*看见好多蜘蛛？"
520,"208","有啊，我差点没被这些蜘蛛*咬到！现在已经被我消灭干*净了。"
521,"209","金轮那个秃驴呢？"
522,"20A","什么金轮？我进来的时候没*看见别人啊。"
523,"20B","算他跑得快，哼！居然用蜘*蛛害我。这不知道是什么蜘*蛛，毒性如此厉害。多亏了*女娃娃的蜂针。你帮我赶走*了蜘蛛，也要谢谢你。"
524,"20C","我也是无意中路过此地。"
525,"20D","老顽童平生从不欠别人的，*既然你帮我赶跑了蜘蛛，我*就教你七十二路空明拳法吧*。"
526,"20E","哈哈，老顽童命大，死不了*。金轮这个臭贼秃，我要去*找他算帐。老顽童去也！"
527,"20F","＜哇！这姑娘真美，好像神*  仙一般＞，姑娘你好"
